Nome,LOA (m),Boca (m),DWT (ton),Calado de Entrada (m),Calado de Saída (m),Calado Aéreo (m),Pontal (m),Tamanho de Lança (m),Ano de Construção,Tipo do Navio,Último Porto,Próximo Porto,Situação
Navio1354,16,15,118142,18,16,22,18,62,2000,GSM,Porto4,Porto1,0
Navio1355,19,12,66829,9,8,28,11,46,2006,GSM,Porto4,Porto4,1
Navio1356,36,8,170603,12,19,34,16,97,1994,CG,Porto5,Porto4,0
Navio1357,23,9,141691,8,14,14,17,115,2000,CNTR,Porto2,Porto2,0
Navio1358,48,8,79941,19,17,13,19,67,2016,GSM,Porto1,Porto4,0
Navio1359,50,6,158189,14,14,22,10,109,2001,CNTR,Porto3,Porto3,0
Navio1360,50,15,82281,8,13,25,5,36,2022,CNTR,Porto4,Porto1,1
Navio1361,40,12,192202,13,11,13,5,65,2001,GL,Porto2,Porto2,0
Navio1362,20,7,129381,16,11,26,12,67,1991,GL,Porto2,Porto1,0
Navio1363,16,16,95515,16,14,25,13,92,1998,GS,Porto5,Porto2,0
Navio1364,50,10,71412,10,9,29,6,31,1996,GL,Porto3,Porto2,0
Navio1365,22,10,73686,16,12,17,5,79,2003,GSM,Porto2,Porto2,0
Navio1366,16,8,91889,12,14,20,16,109,2018,GLP,Porto4,Porto2,1
Navio1367,16,11,166836,17,10,13,17,64,2015,GLP,Porto5,Porto4,0
Navio1368,22,16,160279,19,14,14,18,94,2017,CNTR,Porto3,Porto1,0
Navio1369,40,8,43715,10,10,26,17,31,2008,CNTR,Porto2,Porto5,1
Navio1370,51,9,88741,13,10,27,14,94,2012,CNTR,Porto3,Porto4,1
Navio1371,28,8,73485,16,11,22,19,118,2000,GL,Porto1,Porto5,0
Navio1372,59,9,150674,16,10,22,8,50,2013,GS,Porto5,Porto5,1
Navio1373,42,14,145544,18,19,15,14,24,2020,GLP,Porto2,Porto4,0
Navio1374,47,16,92265,18,19,26,12,79,1993,GS,Porto2,Porto4,0
Navio1375,58,8,141148,12,9,20,6,114,1996,GL,Porto2,Porto5,0
Navio1376,34,10,141629,14,8,19,5,28,1993,GL,Porto1,Porto3,0
Navio1377,49,13,40736,9,15,24,7,44,2006,CG,Porto5,Porto3,1
Navio1378,51,16,173567,12,9,25,10,34,2006,GS,Porto5,Porto5,0
Navio1379,31,9,186672,12,12,17,14,84,2008,GLP,Porto4,Porto2,0
Navio1380,57,9,191905,14,15,16,6,24,2016,CG,Porto4,Porto5,0
Navio1381,58,16,47843,18,18,32,12,84,2012,GLP,Porto5,Porto5,1
Navio1382,18,9,102749,18,9,20,17,25,2021,CNTR,Porto3,Porto5,1
Navio1383,23,12,149446,11,9,28,7,33,2004,GLP,Porto5,Porto5,0
Navio1384,34,8,123982,10,9,33,12,115,2003,CNTR,Porto4,Porto5,0
Navio1385,15,11,78173,18,15,26,15,75,2017,CNTR,Porto2,Porto3,1
Navio1386,35,14,143340,13,12,30,17,72,2017,CG,Porto4,Porto1,1
Navio1387,47,13,155859,14,18,34,18,41,2011,GS,Porto5,Porto1,0
Navio1388,49,17,70979,18,14,16,11,10,2019,GSM,Porto1,Porto1,1
Navio1389,58,9,109458,10,13,20,17,54,2000,CG,Porto3,Porto5,0
Navio1390,20,9,106035,11,16,27,14,64,2013,CG,Porto1,Porto5,1
Navio1391,36,13,66540,15,13,22,7,77,2000,CG,Porto3,Porto1,0
Navio1392,39,17,127736,16,18,34,6,75,2012,GS,Porto1,Porto4,1
Navio1393,17,8,126321,18,13,32,13,114,2019,CG,Porto4,Porto2,1
Navio1394,22,8,64447,9,16,21,8,50,1992,CNTR,Porto2,Porto3,0
Navio1395,59,6,149657,19,16,16,13,34,2014,CNTR,Porto4,Porto2,0
Navio1396,26,13,52792,14,13,20,18,105,1999,GLP,Porto3,Porto2,0
Navio1397,43,16,134756,16,9,27,9,37,2022,CG,Porto3,Porto5,1
Navio1398,46,17,180422,13,10,31,14,48,2013,CNTR,Porto3,Porto1,0
Navio1399,16,6,172339,12,8,11,9,59,2021,GS,Porto4,Porto5,0
Navio1400,31,15,186950,10,16,17,5,93,1990,GL,Porto1,Porto5,0
Navio1401,33,11,181193,9,15,31,13,36,1995,GLP,Porto5,Porto1,0
Navio1402,29,10,127973,12,16,32,10,22,2007,GS,Porto1,Porto5,1
Navio1403,36,14,51032,18,14,23,15,95,1992,GLP,Porto2,Porto5,0
Navio1404,20,12,78823,16,13,17,7,67,2018,CNTR,Porto1,Porto5,1
Navio1405,48,10,136214,15,17,20,11,33,2004,GL,Porto4,Porto2,0
Navio1406,57,17,51684,10,12,31,12,51,2006,CNTR,Porto5,Porto1,1
Navio1407,17,7,86872,13,17,10,13,43,2018,CG,Porto3,Porto1,1
Navio1408,42,12,33556,10,14,24,18,38,1998,GLP,Porto3,Porto3,0
Navio1409,55,11,43333,9,10,19,5,54,1997,GLP,Porto4,Porto4,0
Navio1410,34,14,115446,19,18,34,16,96,2018,GS,Porto5,Porto2,0
Navio1411,30,16,47484,12,9,28,10,85,2013,GSM,Porto1,Porto5,1
Navio1412,22,13,130999,10,10,20,17,13,1998,GSM,Porto5,Porto5,0
Navio1413,59,10,178611,9,16,21,16,12,2002,CNTR,Porto1,Porto3,0
Navio1414,44,8,106280,11,16,18,7,61,2010,CNTR,Porto1,Porto3,1
Navio1415,50,17,182522,18,12,34,15,101,2015,GL,Porto5,Porto5,0
Navio1416,48,8,175435,18,14,22,16,112,2020,GS,Porto2,Porto1,0
Navio1417,31,15,90089,15,17,28,7,116,2021,CNTR,Porto5,Porto1,1
Navio1418,39,6,126497,8,17,15,8,109,2011,GS,Porto4,Porto4,1
Navio1419,20,7,176929,13,10,28,19,97,2020,GL,Porto2,Porto1,0
Navio1420,57,10,130696,14,18,29,6,76,1993,GS,Porto1,Porto1,0
Navio1421,34,15,95713,11,12,12,5,75,2012,GSM,Porto1,Porto2,1
Navio1422,32,10,197086,18,18,14,11,74,2003,GSM,Porto3,Porto2,0
Navio1423,47,9,66553,9,12,21,17,64,1992,CNTR,Porto4,Porto3,0
Navio1424,37,6,85276,13,13,29,17,118,2018,CG,Porto3,Porto1,1
Navio1425,48,11,157012,12,13,33,9,73,2019,GL,Porto2,Porto3,0
Navio1426,53,17,173880,13,18,30,7,110,2015,CG,Porto1,Porto5,0
Navio1427,24,16,76473,16,13,31,7,35,2011,GLP,Porto5,Porto3,1
Navio1428,20,14,96019,9,15,31,18,39,1997,GSM,Porto1,Porto1,0
Navio1429,27,14,36822,8,11,12,14,107,1992,CG,Porto3,Porto1,0
Navio1430,57,13,180573,15,17,23,14,100,2006,CNTR,Porto2,Porto2,0
Navio1431,31,8,197769,12,9,25,15,65,2006,GL,Porto1,Porto4,0
Navio1432,32,11,106377,11,8,20,19,84,2020,GSM,Porto2,Porto4,1
Navio1433,19,7,151152,10,15,22,13,32,1991,GSM,Porto1,Porto3,0
Navio1434,40,11,58670,8,8,10,7,77,2016,GL,Porto5,Porto5,1
Navio1435,29,8,126582,11,14,30,19,110,2004,GL,Porto5,Porto3,0
Navio1436,32,7,173975,10,15,29,16,50,1990,GS,Porto1,Porto2,0
Navio1437,44,8,151586,11,9,12,15,114,2017,GSM,Porto1,Porto3,1
Navio1438,21,16,108353,17,14,22,5,72,2003,GLP,Porto4,Porto4,0
Navio1439,43,15,60475,9,16,33,18,36,2013,GSM,Porto2,Porto4,1
Navio1440,25,12,177473,10,10,11,19,64,2021,GLP,Porto3,Porto2,0
Navio1441,20,17,138126,14,10,16,15,62,2008,GL,Porto2,Porto1,1
Navio1442,51,13,143849,17,13,23,7,91,2005,GS,Porto1,Porto1,0
Navio1443,51,10,84258,18,13,34,19,115,2016,GLP,Porto5,Porto3,1
Navio1444,35,12,48289,14,11,27,15,49,1993,GLP,Porto3,Porto4,0
Navio1445,37,7,135161,13,16,31,12,69,1997,GLP,Porto5,Porto3,0
Navio1446,25,11,100412,9,9,27,14,51,2001,GSM,Porto5,Porto5,0
Navio1447,58,13,79041,15,19,17,7,23,1998,CNTR,Porto4,Porto1,0
Navio1448,45,11,80980,13,14,29,18,68,1994,GS,Porto3,Porto1,0
Navio1449,29,10,137168,17,12,28,8,70,2014,GL,Porto5,Porto3,1
Navio1450,16,14,31407,17,10,28,16,83,2000,GL,Porto5,Porto4,0
Navio1451,55,8,61619,10,17,23,19,63,2018,CNTR,Porto1,Porto3,1
Navio1452,22,15,73513,14,13,32,10,15,2022,GS,Porto5,Porto4,1
Navio1453,20,12,161020,15,15,22,9,101,2004,GL,Porto3,Porto4,0
Navio1454,30,7,44453,12,14,20,11,104,1998,GSM,Porto3,Porto4,0
Navio1455,56,14,102943,9,9,13,6,99,1999,GL,Porto2,Porto3,0
Navio1456,47,16,88868,11,16,12,13,109,1992,GS,Porto3,Porto2,0
Navio1457,38,13,148471,17,9,21,16,73,2019,GS,Porto1,Porto5,1
Navio1458,29,15,132638,19,16,34,6,67,2019,GSM,Porto2,Porto3,0
Navio1459,49,7,142317,12,8,18,5,44,1999,CNTR,Porto1,Porto4,0
Navio1460,44,7,39733,10,19,28,16,81,2022,GS,Porto3,Porto3,0
Navio1461,40,7,76354,14,8,29,5,39,1995,GSM,Porto4,Porto5,0
Navio1462,19,15,74562,8,11,33,6,57,2015,CNTR,Porto5,Porto3,1
Navio1463,15,13,158849,18,17,30,17,54,1991,CNTR,Porto3,Porto1,0
Navio1464,41,15,99129,10,15,10,18,116,2004,GLP,Porto3,Porto2,0
Navio1465,35,14,194506,13,16,25,10,38,1990,CNTR,Porto4,Porto1,0
Navio1466,20,15,187828,13,17,10,9,11,2005,GSM,Porto3,Porto1,0
Navio1467,39,9,149656,18,17,24,18,10,1999,CNTR,Porto5,Porto3,0
Navio1468,32,16,46498,13,18,16,14,59,2022,CG,Porto5,Porto5,1
Navio1469,19,16,179733,13,13,20,10,18,2003,GLP,Porto4,Porto5,0
Navio1470,47,11,45713,12,14,22,11,83,2006,GLP,Porto4,Porto4,1
Navio1471,32,7,48193,8,19,25,6,53,1993,GSM,Porto2,Porto1,0
Navio1472,23,7,63532,19,12,24,11,46,2001,GL,Porto3,Porto2,0
Navio1473,24,6,35615,15,14,23,9,102,2006,GSM,Porto5,Porto1,1
Navio1474,51,17,113431,12,15,23,15,103,2004,CG,Porto3,Porto1,0
Navio1475,46,13,105622,11,9,24,19,42,2017,GS,Porto3,Porto5,1
Navio1476,45,12,198550,10,12,16,7,10,1991,GLP,Porto5,Porto4,0
Navio1477,24,8,145258,18,12,29,19,69,1992,GSM,Porto2,Porto5,0
Navio1478,59,16,40402,15,18,24,7,83,1991,CG,Porto2,Porto3,0
Navio1479,50,12,148747,19,9,10,13,52,1991,GLP,Porto1,Porto3,0
Navio1480,47,10,163613,10,11,21,15,10,1995,CNTR,Porto2,Porto4,0
Navio1481,29,7,62625,9,8,25,18,56,2004,CNTR,Porto2,Porto1,0
Navio1482,38,6,161865,8,9,14,9,42,2000,GLP,Porto5,Porto4,0
Navio1483,47,10,125558,14,13,26,7,101,1998,CNTR,Porto1,Porto1,0
Navio1484,43,10,40378,12,18,23,16,47,2009,GSM,Porto4,Porto5,1
Navio1485,58,13,195711,8,11,21,17,116,2012,CG,Porto4,Porto5,0
Navio1486,48,6,89476,18,16,19,9,111,2000,CG,Porto1,Porto3,0
Navio1487,59,6,74469,16,17,11,7,33,2006,GSM,Porto2,Porto1,1
Navio1488,23,13,181503,17,8,24,10,114,2019,CNTR,Porto1,Porto2,0
Navio1489,52,15,116198,9,13,16,17,30,1997,GS,Porto2,Porto3,0
Navio1490,17,6,33875,18,15,13,8,18,2019,GLP,Porto3,Porto1,1
Navio1491,32,12,142327,10,10,14,5,51,1998,GS,Porto5,Porto3,0
Navio1492,30,15,73880,9,12,32,14,24,2016,GLP,Porto4,Porto4,1
Navio1493,18,10,193441,15,16,21,6,74,2020,CG,Porto3,Porto1,0
Navio1494,36,12,86878,19,9,13,16,90,1990,GSM,Porto5,Porto3,0
Navio1495,44,16,69268,8,18,13,8,90,2002,GSM,Porto5,Porto4,0
Navio1496,52,13,31111,9,10,23,18,61,1995,GSM,Porto1,Porto5,0
Navio1497,37,12,97747,16,14,24,6,25,2012,CNTR,Porto1,Porto3,1
Navio1498,33,12,88386,12,14,32,14,21,2015,GSM,Porto5,Porto3,1
Navio1499,22,12,114558,9,13,21,18,58,2002,GSM,Porto1,Porto3,0
Navio1500,41,6,171348,13,10,28,17,21,2008,GL,Porto1,Porto3,0
Navio1501,19,13,190615,19,12,20,10,77,2009,GL,Porto5,Porto3,0
Navio1502,40,11,34621,19,15,16,14,108,2016,GLP,Porto3,Porto5,0
Navio1503,41,8,199975,18,14,10,10,66,2012,GL,Porto5,Porto3,0
Navio1504,34,8,120731,12,9,10,13,77,2001,CG,Porto2,Porto3,0
Navio1505,29,10,70424,17,10,11,17,86,2014,GS,Porto4,Porto2,1
Navio1506,33,6,95851,16,19,18,7,94,1997,CG,Porto3,Porto5,0
Navio1507,47,10,186911,16,10,31,14,44,2012,GLP,Porto1,Porto1,0
Navio1508,42,13,143853,17,17,11,8,55,2002,GS,Porto5,Porto5,0
Navio1509,51,9,99088,10,13,25,18,25,1992,GL,Porto3,Porto4,0
Navio1510,53,14,30030,11,10,24,5,27,1998,CG,Porto4,Porto2,0
Navio1511,35,12,162681,19,18,28,17,86,2021,GSM,Porto2,Porto2,0
Navio1512,59,12,36235,10,15,13,5,68,2001,GS,Porto3,Porto2,0
Navio1513,18,11,61723,9,15,31,7,33,1994,CNTR,Porto3,Porto2,0
Navio1514,33,8,77895,14,15,13,19,87,2011,GL,Porto2,Porto5,1
Navio1515,28,12,146060,16,19,34,9,109,1996,CNTR,Porto1,Porto2,0
Navio1516,46,12,160370,16,17,20,11,89,2015,CNTR,Porto2,Porto5,0
Navio1517,48,11,174148,13,10,14,6,43,2010,GSM,Porto4,Porto2,0
Navio1518,33,6,64134,16,12,17,15,67,2000,CNTR,Porto2,Porto4,0
Navio1519,27,8,106384,9,8,24,19,83,2011,GLP,Porto3,Porto1,1
Navio1520,42,7,147639,17,11,12,11,81,2019,CG,Porto3,Porto1,1
Navio1521,54,12,45800,15,19,21,19,63,2022,GS,Porto3,Porto5,0
Navio1522,49,7,196165,12,14,17,12,43,1994,GLP,Porto1,Porto3,0
Navio1523,22,10,145284,14,9,24,8,42,2010,GL,Porto4,Porto3,1
Navio1524,45,8,65731,12,9,18,5,25,2020,GSM,Porto3,Porto3,1
Navio1525,31,17,67721,10,17,14,5,13,2004,CG,Porto4,Porto2,0
Navio1526,16,7,117461,18,17,29,18,37,2017,GLP,Porto2,Porto5,1
Navio1527,39,11,77192,8,15,20,11,47,2003,CG,Porto2,Porto2,0
Navio1528,31,8,104579,15,15,15,5,99,2008,GS,Porto3,Porto1,1
Navio1529,42,7,178138,9,18,13,19,59,2020,CNTR,Porto2,Porto1,0
Navio1530,52,11,196491,8,18,33,17,57,2005,CNTR,Porto4,Porto1,0
Navio1531,39,8,174726,9,11,27,13,101,1994,CG,Porto4,Porto1,0
Navio1532,27,12,143283,9,11,32,19,99,2012,GLP,Porto4,Porto1,1
Navio1533,19,12,62085,10,16,24,13,117,2003,GS,Porto3,Porto4,0
Navio1534,55,16,92872,9,16,13,6,12,1997,GLP,Porto1,Porto3,0
Navio1535,29,8,99841,9,19,18,14,64,2000,CNTR,Porto3,Porto1,0
Navio1536,25,6,147325,13,16,18,14,21,1990,GLP,Porto2,Porto1,0
Navio1537,42,10,185081,13,10,20,6,118,1993,GLP,Porto1,Porto4,0
Navio1538,29,11,87065,13,19,31,6,22,2013,GL,Porto4,Porto5,0
Navio1539,53,13,172873,15,13,24,7,84,2002,GL,Porto1,Porto4,0
Navio1540,28,9,104653,16,9,16,10,117,2022,GSM,Porto5,Porto5,1
Navio1541,19,12,100970,17,12,24,19,89,2008,GSM,Porto3,Porto3,1
Navio1542,37,11,64715,14,14,30,7,74,2003,GSM,Porto2,Porto2,0
Navio1543,30,11,100486,15,9,16,5,85,2007,GS,Porto2,Porto1,1
Navio1544,44,15,164375,19,16,26,6,21,2015,GL,Porto3,Porto5,0
Navio1545,29,16,53706,16,9,27,5,25,2021,CNTR,Porto5,Porto4,1
Navio1546,57,8,41913,15,11,28,15,49,2020,GSM,Porto4,Porto1,1
Navio1547,40,6,96409,13,19,22,12,92,2014,GSM,Porto5,Porto4,0
Navio1548,26,11,78372,18,16,29,5,64,1998,GLP,Porto2,Porto3,0
Navio1549,46,7,81383,14,11,12,18,71,2010,GLP,Porto1,Porto1,1
Navio1550,42,9,193655,16,17,33,8,66,1991,GLP,Porto4,Porto5,0
Navio1551,37,16,80772,8,12,34,9,118,2001,GSM,Porto3,Porto5,0
Navio1552,58,6,68283,17,16,16,15,58,2000,GSM,Porto5,Porto4,0
Navio1553,35,13,50678,16,12,21,11,41,1997,CG,Porto2,Porto3,0
Navio1554,17,7,171479,19,18,28,15,74,1995,CNTR,Porto2,Porto4,0
Navio1555,40,15,93033,18,12,28,16,45,2004,GL,Porto1,Porto3,0
Navio1556,15,9,118987,13,19,19,17,84,2014,CG,Porto2,Porto3,0
Navio1557,46,12,53692,19,17,25,6,91,2010,GS,Porto1,Porto3,0
Navio1558,21,11,197744,17,15,21,17,104,1995,GLP,Porto2,Porto1,0
Navio1559,33,12,165831,11,17,24,19,45,2005,CG,Porto3,Porto2,0
Navio1560,37,15,84917,17,16,15,8,56,1990,CNTR,Porto2,Porto5,0
Navio1561,40,12,87536,16,9,26,17,100,2005,CNTR,Porto1,Porto5,0
Navio1562,28,7,157779,9,13,28,8,113,1996,GLP,Porto5,Porto4,0
Navio1563,27,17,72367,10,13,27,18,100,2020,GL,Porto2,Porto3,1
Navio1564,52,11,134458,12,14,18,11,86,2003,GSM,Porto5,Porto2,0
Navio1565,34,16,81519,11,10,21,12,47,1998,GL,Porto5,Porto5,0
Navio1566,46,10,109664,12,9,34,12,93,2021,GS,Porto4,Porto1,1
Navio1567,43,13,154904,14,14,23,16,80,2018,GLP,Porto2,Porto2,1
Navio1568,34,12,154861,13,16,29,6,100,2003,GL,Porto3,Porto1,0
Navio1569,55,9,31162,12,12,34,14,64,2003,CNTR,Porto4,Porto5,0
Navio1570,55,8,43459,13,9,25,17,77,2019,GLP,Porto5,Porto4,1
Navio1571,40,9,31987,8,15,25,19,36,2005,CG,Porto5,Porto2,0
Navio1572,44,12,181076,18,8,29,14,12,2018,GS,Porto2,Porto5,0
Navio1573,43,11,199475,13,18,28,15,51,2007,GSM,Porto3,Porto3,0
Navio1574,57,13,148179,10,9,16,19,78,2006,GLP,Porto1,Porto1,1
Navio1575,25,17,98342,9,17,26,17,117,1994,CG,Porto3,Porto5,0
Navio1576,35,13,42106,9,13,30,13,84,2002,CNTR,Porto1,Porto3,0
Navio1577,32,12,94596,9,13,32,17,109,2005,CG,Porto3,Porto1,0
Navio1578,15,12,54136,18,15,18,19,41,2000,CNTR,Porto2,Porto4,0
Navio1579,54,11,133432,15,16,15,19,82,2021,GSM,Porto1,Porto3,1
Navio1580,53,17,177921,18,11,18,7,48,2001,CNTR,Porto1,Porto5,0
Navio1581,49,14,81153,10,12,26,13,29,2018,CNTR,Porto4,Porto5,1
Navio1582,16,11,178860,17,17,22,11,26,2016,GL,Porto1,Porto2,0
Navio1583,37,9,121357,8,16,32,17,93,2009,GS,Porto4,Porto1,1
Navio1584,37,13,31979,13,9,18,19,109,1993,CNTR,Porto2,Porto2,0
Navio1585,54,8,161792,13,16,33,8,25,1993,CNTR,Porto4,Porto2,0
Navio1586,43,13,165609,18,8,26,8,74,2004,CG,Porto5,Porto5,0
Navio1587,16,8,119460,10,10,20,18,70,2011,GLP,Porto3,Porto3,1
Navio1588,36,15,194694,19,16,24,13,80,2004,CG,Porto3,Porto1,0
Navio1589,17,11,137235,18,13,19,10,24,2014,GSM,Porto4,Porto1,1
Navio1590,47,6,88930,12,8,14,12,48,1994,CG,Porto5,Porto1,0
Navio1591,21,8,166035,14,19,14,12,28,1999,GL,Porto5,Porto4,0
Navio1592,53,14,169856,17,14,10,13,62,2010,GS,Porto1,Porto3,0
Navio1593,50,7,46501,14,15,17,6,104,2013,GLP,Porto5,Porto2,1
Navio1594,51,14,94096,11,15,22,9,35,1997,GL,Porto2,Porto3,0
Navio1595,38,8,162399,13,18,24,15,101,2014,CG,Porto5,Porto3,0
Navio1596,33,14,95547,16,12,32,5,51,2019,CNTR,Porto3,Porto5,1
Navio1597,53,12,198152,10,9,16,5,118,1992,CNTR,Porto2,Porto2,0
Navio1598,40,14,37704,17,15,30,19,68,1997,GL,Porto4,Porto3,0
Navio1599,30,9,52656,11,10,21,6,48,1997,GLP,Porto4,Porto1,0
Navio1600,42,17,135916,11,18,27,9,58,1994,CNTR,Porto2,Porto3,0
Navio1601,36,12,174584,19,16,14,14,97,2021,GS,Porto5,Porto5,0
Navio1602,16,10,52615,19,19,23,5,51,2017,CG,Porto5,Porto3,0
Navio1603,24,6,125483,17,16,19,8,114,2001,CG,Porto2,Porto1,0
Navio1604,32,17,112269,10,13,30,5,64,1997,GL,Porto4,Porto5,0
Navio1605,26,12,168854,8,11,12,10,94,1991,GS,Porto3,Porto4,0
Navio1606,15,12,47644,11,10,27,14,85,2012,GL,Porto4,Porto5,1
Navio1607,18,9,106786,18,18,13,18,101,2011,CNTR,Porto4,Porto5,1
Navio1608,51,10,194274,11,11,22,10,95,2020,GL,Porto3,Porto1,0
Navio1609,35,14,104705,18,8,25,7,11,2017,GSM,Porto5,Porto1,1
Navio1610,34,12,118275,12,15,18,9,19,2018,GSM,Porto2,Porto3,1
Navio1611,20,6,191917,19,16,24,12,96,2010,GL,Porto5,Porto5,0
Navio1612,35,6,95150,13,18,22,18,22,1991,GSM,Porto4,Porto4,0
Navio1613,19,9,169771,8,16,23,6,107,2021,GLP,Porto2,Porto5,0
Navio1614,56,17,161822,8,18,30,15,58,2003,GSM,Porto1,Porto3,0
Navio1615,31,11,128850,12,14,11,16,63,1995,GS,Porto3,Porto5,0
Navio1616,31,13,37649,13,18,23,15,79,2000,GSM,Porto5,Porto1,0
Navio1617,20,17,128665,19,17,17,15,66,2000,GS,Porto3,Porto4,0
Navio1618,47,6,44212,12,11,12,17,69,2004,GL,Porto5,Porto5,0
Navio1619,37,15,79363,10,19,20,18,102,2022,GS,Porto4,Porto4,0
Navio1620,18,15,82019,15,17,14,18,39,1994,GSM,Porto2,Porto3,0
Navio1621,23,17,170065,15,15,29,11,12,2016,CG,Porto2,Porto3,0
Navio1622,43,17,108677,13,9,12,17,40,2012,GL,Porto4,Porto3,1
Navio1623,56,14,172771,8,12,34,15,44,1996,GL,Porto3,Porto2,0
Navio1624,25,6,142345,17,18,20,6,68,1996,GL,Porto5,Porto2,0
Navio1625,53,7,101923,11,12,30,5,86,1996,CNTR,Porto5,Porto5,0
Navio1626,43,15,71031,9,10,14,5,95,1993,CNTR,Porto4,Porto3,0
Navio1627,46,10,162536,8,11,34,14,86,2013,CNTR,Porto5,Porto3,0
Navio1628,59,6,199598,17,18,24,19,90,1992,GL,Porto5,Porto2,0
Navio1629,26,8,158804,13,15,16,11,97,1995,CNTR,Porto2,Porto1,0
Navio1630,49,10,150893,10,13,33,8,84,2009,GS,Porto4,Porto3,1
Navio1631,42,14,39583,17,14,12,6,90,1995,GLP,Porto1,Porto5,0
Navio1632,22,8,55282,12,19,32,13,95,2001,GL,Porto2,Porto2,0
Navio1633,54,8,53481,8,11,13,17,99,2018,GSM,Porto5,Porto5,1
Navio1634,53,17,199716,11,9,30,17,29,2012,GLP,Porto2,Porto1,0
Navio1635,20,13,193773,8,17,32,9,108,2012,CG,Porto5,Porto2,0
Navio1636,24,12,186029,13,8,25,12,33,2020,GLP,Porto5,Porto3,0
Navio1637,39,9,134325,16,14,34,17,26,2005,CNTR,Porto4,Porto5,0
Navio1638,27,16,110521,17,8,34,17,118,2014,GSM,Porto2,Porto1,1
Navio1639,55,8,97025,9,11,19,18,42,2016,GSM,Porto5,Porto5,1
Navio1640,48,12,196091,18,10,15,7,75,2011,GS,Porto3,Porto5,0
Navio1641,29,11,164562,14,18,23,8,100,1996,GL,Porto4,Porto4,0
Navio1642,30,10,163099,15,11,23,17,23,2009,GL,Porto4,Porto4,0
Navio1643,19,16,191016,12,10,11,16,40,1999,GLP,Porto4,Porto4,0
Navio1644,37,9,69802,11,18,16,16,45,2010,CG,Porto4,Porto4,1
Navio1645,17,17,166702,15,11,23,15,115,2001,GS,Porto5,Porto1,0
Navio1646,22,9,102214,11,16,18,16,54,2017,GS,Porto5,Porto4,1
Navio1647,23,15,167305,19,16,18,11,41,2014,GLP,Porto5,Porto3,0
Navio1648,20,13,142603,13,9,14,11,51,2005,GSM,Porto4,Porto4,0
Navio1649,54,10,141633,18,8,17,14,66,2022,GSM,Porto3,Porto5,1
Navio1650,30,10,191535,19,15,33,13,96,2010,GS,Porto1,Porto3,0
Navio1651,30,11,149841,17,14,21,9,11,1993,GS,Porto1,Porto4,0
Navio1652,56,15,186257,19,17,14,19,25,2000,CG,Porto1,Porto5,0
Navio1653,40,10,63780,19,13,27,17,41,1998,CNTR,Porto1,Porto1,0
Navio1654,37,7,53129,12,10,12,17,76,1995,GS,Porto2,Porto5,0
Navio1655,40,7,144132,8,15,34,19,87,2009,CNTR,Porto3,Porto2,1
Navio1656,40,16,141623,8,17,26,11,10,1992,GLP,Porto5,Porto1,0
Navio1657,34,13,48624,14,8,24,7,10,1998,GL,Porto4,Porto5,0
Navio1658,44,15,79393,9,19,23,12,20,1995,GS,Porto4,Porto2,0
Navio1659,24,6,166519,19,19,34,5,26,2020,GSM,Porto5,Porto4,0
Navio1660,26,6,140508,15,16,10,17,21,2004,GS,Porto2,Porto2,0
Navio1661,50,11,45959,9,15,19,13,70,2002,GSM,Porto4,Porto5,0
Navio1662,41,13,80726,13,16,21,6,99,1999,GL,Porto4,Porto1,0
Navio1663,54,6,122162,17,13,25,11,32,2013,CG,Porto5,Porto1,1
Navio1664,33,11,78030,14,17,33,12,73,2003,CNTR,Porto4,Porto3,0
Navio1665,23,8,170594,11,16,19,14,79,2002,GSM,Porto2,Porto2,0
Navio1666,16,6,123708,9,8,13,17,77,2007,GL,Porto4,Porto2,1
Navio1667,50,15,33825,9,15,21,9,29,1998,CNTR,Porto1,Porto5,0
Navio1668,25,13,47390,14,16,17,6,80,2010,CG,Porto2,Porto3,1
Navio1669,25,11,196647,18,13,27,10,61,2007,GLP,Porto1,Porto3,0
Navio1670,39,6,103794,17,16,20,12,27,2015,CG,Porto1,Porto3,1
Navio1671,46,9,156588,16,12,26,14,65,2000,GL,Porto1,Porto3,0
Navio1672,58,11,114273,18,19,12,13,26,1991,GSM,Porto4,Porto4,0
Navio1673,42,16,155176,12,17,12,19,35,1999,GLP,Porto4,Porto2,0
Navio1674,28,9,93312,19,19,29,10,108,1996,GS,Porto2,Porto1,0
Navio1675,29,8,199759,12,19,30,6,64,2004,CG,Porto2,Porto1,0
Navio1676,20,16,127928,11,9,19,9,51,1997,CG,Porto5,Porto4,0
Navio1677,38,8,104601,10,17,21,18,91,2012,CG,Porto4,Porto3,1
Navio1678,57,6,72002,16,11,30,10,118,2015,GL,Porto3,Porto4,1
Navio1679,54,14,52483,9,8,30,14,34,1995,CNTR,Porto5,Porto2,0
Navio1680,52,17,165609,14,16,14,13,20,1997,CNTR,Porto3,Porto5,0
Navio1681,53,9,52874,11,15,14,12,116,2016,CNTR,Porto4,Porto2,1
Navio1682,26,15,119203,15,13,32,16,36,1991,CNTR,Porto4,Porto5,0
Navio1683,58,15,42702,19,18,16,12,65,1997,GS,Porto5,Porto3,0
Navio1684,39,15,51364,17,15,31,16,110,2000,CNTR,Porto1,Porto1,0
Navio1685,32,12,86139,10,14,34,5,104,1992,GLP,Porto3,Porto2,0
